movieId,title_cast,director,runtime,budget,plot_keywords
83,Al Freeman Jr.|Phylicia Rashad|Leon|Paula Kelly|Salli Richardson-Whitfield|Anna Maria Horsford|Bernie Casey|Isaac Hayes|Ray J|Karen Malina White|Damon Hines|Iona Morris|Phill Lewis|Taj Mahal|Polly Bergen,Clifton L. Taulbert,115,NA,segregation|rural setting|race relations|prejudice
84,Victoria Foyt|Viveca Lindfors|Jon Robin Baitz|Savannah Smith Boucher|Roscoe Lee Browne|Andre Gregory|Nick Gregory|Melissa Leo|Roddy McDowall|Martha Plimpton|Ron Rifkin|Diane Salinger|Brooke Smith|Kristoffer Tabori|Holland Taylor,Henry Jaglom,108,NA,f rated|long island|actress|written and directed by cast member
85,Mark Rylance|Kristin Scott Thomas|Patsy Kensit|Jeremy Kemp|Douglas Henshall|Annette Badland|Chris Larkin|Anna Massey|Saskia Wickham|Lindsay Thomas|Michelle Sylvester|Clare Lovell|Jenny Lovell|Oona Haas|Angus Hodder,A.S. Byatt,116,"$4,997,987",aristocrat|insect|england|bare chested male
86,Jeff Bridges|Caroline Goodall|John Savage|Scott Wolf|Jeremy Sisto|Ryan Phillippe|David Lascher|Eric Michael Cole|Jason Marsden|David Selby|Julio Oscar Mechoso|Zeljko Ivanek|Balthazar Getty|Ethan Embry|Jordan Clarke,Charles Gieg Jr.,129,"$38,000,000",sail|squall|storm|male bonding
87,Jason Alexander|Faye Dunaway|Eric Lloyd|Rupert Everett|Graham Sack|Paul Reubens|Glenn Shadix|Nathan Davis|Jennifer Bassey|Judith Scott|Bruce Beatty|Danny Comden|Steven Gilborn|Lois De Banzie|Natalie Core,John Hopkins,88,NA,brother brother relationship|air duct|hotel owner|concierge
88,Chris Farley|David Spade|Tim Matheson|Christine Ebersole|Gary Busey|Grant Heslov|Timothy Carhart|Bruce McGill|Michael Patrick Carter|Boyd Banks|David St. James|Skip O'Brien|Branden Morgan|'Gypsy' Spheeris|John Ashker,Fred Wolf,87,NA,clumsiness|embarrassment|political campaign|slapstick comedy
89,Johnny Depp|Courtney Chase|Charles S. Dutton|Christopher Walken|Roma Maffia|Marsha Mason|Peter Strauss|Gloria Reuben|Bill Smitrovich|G.D. Spradlin|Yul Vazquez|Edith Diaz|Armando Ortega|C.J. Bau|Cynthena Sanders,Patrick Sheane Duncan,90,"$33,000,000",real time|conservatism|vigilantism|character repeats someone else's dialogue
90,Jason Patric|Thandie Newton|Larry Drake|Sam Waterston|Sarah-Jane Wylde|Eric Mabius|Muse Watson|John Doman|Andy Stahl|Danny Nelson|Collin Wilcox Paxton|Dean Rader-Duval|Billy Ray Reynolds|Marlus Harding|Lisa Roberts Gillan,John Duigan,91,NA,slave|freedom|slave owner|law
92,Julia Roberts|John Malkovich|George Cole|Michael Gambon|Kathy Staff|Glenn Close|Michael Sheen|Bronagh Gallagher|Linda Bassett|Henry Goodman|Ciarán Hinds|Sasha Hanau|Moya Brady|Emma Griffiths Malin|David Ross,Valerie Martin,108,"$47,000,000",housemaid|servant|laboratory|butler
93,Eddie Murphy|Angela Bassett|Allen Payne|Kadeem Hardison|John Witherspoon|Zakes Mokae|Joanna Cassidy|Simbi Kali|Messiri Freeman|Kelly Cinnante|Jsu Garcia|W. Earl Brown|Ayo Adeyemi|Troy Curvey Jr.|Vickilyn Reynolds,Eddie Murphy,100,"$20,000,000",vampire|yellow eyes|african american|brooklyn new york city
94,Matt Dillon|Noah Emmerich|Annabeth Gish|Lauren Holly|Timothy Hutton|Rosie O'Donnell|Max Perlich|Martha Plimpton|Natalie Portman|Michael Rapaport|Mira Sorvino|Uma Thurman|Pruitt Taylor Vince|Anne Bobby|Richard Bright,Scott Rosenberg,112,NA,cheating wife|skank|loves knows no age boundaries|bangs
95,John Travolta|Christian Slater|Samantha Mathis|Delroy Lindo|Bob Gunton|Frank Whaley|Howie Long|Vondie Curtis-Hall|Jack Thompson|Vyto Ruginis|Ousaun Elam|Shaun Toub|Casey Biggs|Jeffrey Stephan|Joey Box,Graham Yost,108,"$50,000,000",male male relationship|good versus evil|evil man|villain
96,Richard Briers|Hetta Charnley|Joan Collins|Nicholas Farrell|Mark Hadfield|Gerard Horan|Celia Imrie|Michael Maloney|Jennifer Saunders|Julia Sawalha|John Sessions|Ann Davies|James D. White|Robert Hines|Allie Byrne,Kenneth Branagh,99,NA,christmas|actor|play|british renaissance
97,Vincent Cassel|Hubert Koundé|Saïd Taghmaoui|Abdel Ahmed Ghili|Solo|Joseph Momo|Héloïse Rauth|Rywka Wajsbrot|Olga Abrego|Laurent Labasse|Choukri Gabteni|Nabil Ben Mhamed|Benoît Magimel|Médard Niang|Arash Mansour,Mathieu Kassovitz,98,"EUR2,590,000",police|arab|gun|ghetto
98,Sadie Frost|Jude Law|Sean Pertwee|Fraser James|Sean Bean|Marianne Faithfull|Jonathan Pryce|Daniel Newman|Lee Whitlock|Ralph Ineson|Eamonn Walker|Jason Isaacs|Chris Constantinou|Tilly Vosburgh|Melanie Hill,Paul W.S. Anderson,105,NA,shopping|shop|shopping mall|stealing
99,Nick Broomfield|Nina Xining Zuo|Madam Alex|Corinne Bohrer|Mike Brambles|Cookie|Elisa Fleiss|Heidi Fleiss|Jason Fleiss|Jesse Fleiss|Kim Fleiss|Paul Fleiss|Shannon Fleiss|Gabby|Daryl Gates,Nick Broomfield,106,NA,narration|prostitution
100,Al Pacino|John Cusack|Bridget Fonda|Danny Aiello|Martin Landau|David Paymer|Anthony Franciosa|Richard Schiff|Lindsay Duncan|Nestor Serrano|Mel Winkler|Luna Lauren Velez|Chloe Morris|Ian Quinlan|Roberta Peters,Ken Lipper,111,"$40,000,000",mayor|dealer|drug dealer|deputy mayor
101,Luke Wilson|Owen Wilson|Ned Dowd|Shea Fowler|Haley Miller|Robert Musgrave|Andrew Wilson|Brian Tenenbaum|Jenni Tooley|Temple Nash|Dipak Pallana|Darryl Cox|Stephen Dignan|Lumi Cavazos|Julie Mayfield,Owen Wilson,91,"$7,000,000",texas|caper|dark comedy|motel
102,Ellen DeGeneres|Bill Pullman|Joan Cusack|Dean Stockwell|Joan Plowright|John Livingston|Robert Goulet|Ellen Cleghorne|Hope Davis|Brad William Henke|Christine Cattell|Peter White|Polly Holliday|Briant Wells|Camille Saviola,Chris Matheson,96,NA,date|single woman|television studio|stalker
103,Ray Liotta|Linda Fiorentino|Peter Coyote|Christopher McDonald|David Paymer|Duncan Fraser|Caroline Elliott|Colleen Rennison|Kim Cattrall|Stellina Rusich|Kim Coates|Suzy Joachim|Garwin Sanford|Jenafor Ryane|Jim Broyden,Bill Geddie,117,"$18,000,000",self experimentation|implanted memory|murder|memory
104,Adam Sandler|Christopher McDonald|Julie Bowen|Frances Bay|Carl Weathers|Allen Covert|Robert Smigel|Bob Barker|Richard Kiel|Dennis Dugan|Joe Flaherty|Lee Trevino|Kevin Nealon|Verne Lundquist|Jared Van Snellenberg,Tim Herlihy,92,"$12,000,000",golf|golf ball|golf course|black panties
105,Clint Eastwood|Meryl Streep|Annie Corley|Victor Slezak|Jim Haynie|Sarah Zahn|Christopher Kroon|Phyllis Lyons|Debra Monk|Richard Lage|Michelle Benes|Alison Wiegert|Brandon Bobst|Pearl Faessler|R.E. 'Stick' Faessler,Meryl Streep,135,"$24,000,000",bridge|love|farm|photographer
106,Maria Schrader|Pierre Sanoussi-Bliss|Michael von Au|Elisabeth Trissenaar|Ingo Naujoks|Joachim Król|Peggy Parnass|Lorose Keller|Anya Hoffmann|Erwin Grosche|Roland Kabelitz|Steffen Gräbner|Oliver Nägele|Ute Maria Lerner|Laura Medinger,Doris Dörrie,104,NA,f rated|female nudity|bath
107,Tim Curry|Billy Connolly|Jennifer Saunders|Kevin Bishop|Dave Goelz|Steve Whitmire|Jerry Nelson|Kevin Clash|Bill Barretta|Frank Oz|John Henson|Danny Blackner|Peter Geeves|Harry Jones|David J. Nicholls,David Lane,99,NA,breaking the fourth wall|miss piggy character|swedish chef character|kermit the frog character
108,Christy Turlington|Azzedine Alaïa|Giorgio Armani|Nadja Auermann|Sandra Bernhard|Kate Betts|Brandi|Carla Bruni|Naomi Campbell|Nino Cerruti|Helena Christensen|Francesco Clemente|Grace Coddington|Cindy Crawford|Rufus Crawford,Robert Leacock,95,NA,fashion|paris france|one word title|new york city
109,Raymond J. Barry|Rustam Branaman|Jennifer MacDonald|Taylor Nichols|David Selby|Paul Williams|April Grace|Biff Yeager|Tom Bresnahan|Deborah De Voto,James Bruce,NA,NA,topless bar|topless|stripper|jeans
110,James Robinson|Sean Lawlor|Sandy Nelson|James Cosmo|Sean McGinley|Alan Tall|Andrew Weir|Gerda Stevenson|Ralph Riach|Mhairi Calvey|Brian Cox|Patrick McGoohan|Peter Hanly|Sophie Marceau|Stephen Billington,Randall Wallace,178,"$72,000,000",scotland|revolt|based on true story|england
111,NA,NA,NA,NA,NA
112,Jackie Chan|Anita Mui|Françoise Yip|Bill Tung|Marc Akerstream|Garvin Cross|Morgan Lam|Ailen Sit|Man-Ching Chan|Fred Andrucci|Mark Antoniuk|Lauro David Chartrand-DelValle|Chris Franco|Lance Gibson|David Hooper,Edward Tang,104,"$7,500,000",coors light|coast guard|helicopter|collapsing building
113,Meryl Streep|Liam Neeson|Edward Furlong|Julia Weldon|Alfred Molina|Daniel von Bargen|John Heard|Ann Magnuson|Alison Folland|Kaiulani Lee|Larry Pine|Ellen Lancaster|Wesley Addy|Oliver Graney|Bernadette Quigley,Rosellen Brown,108,"$35,000,000",based on novel|suspect|lie|boyfriend girlfriend relationship
114,Helena Bonham Carter|Clive Russell|Craig Olejnik|Kate Nelligan|Kenneth Welsh|Andrea Morris|Peter Boretski|Barrie Dunn|Norma Dell'Agnese|Glenn Wadman|Elizabeth Richardson|Ida Donovan|Gordon Joe|Wayne Reynolds|Murdoch MacDonald,Sheldon Currie,114,NA,alliteration in title|two word title|name in title|female name in title
115,Michel Serrault|Eddy Mitchell|Sabine Azéma|Carmen Maura|François Morel|Guilaine Londez|Virginie Darmon|Alexandra London|Christophe Kourotchkine|Jean Bousquet|Eric Cantona|Joël Cantona|Catherine Jacob|Daniel Russo|Roger Gicquel,Étienne Chatiliez,106,NA,claim in title|rural setting|gascony|missing person
116,Kenneth Branagh|Janny Brandes-Brilslijper|Glenn Close|Rose De Liema|Sal De Liema|Buddy Elias|Bloeme Evers|Anne Frank|Margot Frank|Miep Gies|Frieda Menco|Werner Peter Pfeffer|Hannah Pick-Goslar|Joely Richardson|Rin Tin Tin,Jon Blair,117,NA,reference to anne frank|1940s|1930s|soldier
117,Tobias Arnold|Ruth Sheen|Roger Lloyd Pack|Hugh O'Conor|Norman Caro|Dorothea Alexander|Charlotte Coleman|Paul Stacey|Samantha Edmonds|Robert Demeger|Jack Deam|Peter Pacey|Joost Siedhoff|Vilma Hollingbery|Frank Mills,Benjamin Ross,99,NA,poisoner|murderer|death by poison|murder by poison
118,Sarah Jessica Parker|Eric Schaeffer|Ben Stiller|Elle Macpherson|James Rebhorn|Robert John Burke|David Thornton|Bill Sage|Dominic Chianese|Scarlett Johansson|Michael Storms|Jason Myers|Emily Hart|Paul Greco|Mujibur Rahman,Eric Schaeffer,92,"$5,000,000",love|roommate|new york city|lingerie slip
119,Andy Garcia|Alan Arkin|Rachel Ticotin|Joe Pantoliano|Holland Taylor|Ally Walker|David Ogden Stiers|Charles Rocket|Richard Bradford|Kevin McCarthy|Nathan Davis|Dominik Garcia|Mike Nussbaum|Rita Taggart|Takaaki Ishibashi,Andrew Davis,NA,"$35,000,000",lawyer|estate|twin brother|brother brother relationship
120,Halle Berry|Jim Belushi|Bill Hunter|Casey Affleck|Eliza Dushku|Kevin Tighe|Anthony Ruivivar|J. Moki Cho|Dionysio Basco|Sara Tanaka|Nadja Pionilla|Adriane Napualani Uganiza|Steve Zahn|Robert Hughes|Jeff Truman,Barry Morrow,100,NA,high school student|teenage boy|teenage girl|solar car
121,Henry Czerny|Johnny Morina|Brian Dooley|Philip Dinn|Brian Dodd|Ashley Billard|Jeremy Keefe|Jonathan Lewis|Michael Wade|Greg Thomey|Alain Goulem|Ed Martin|Maurice Podbrey|Sam Grana|Aidan Devine,Des Walsh,93,NA,orphanage|boy|priest|sexual abuse
122,Eddie Murphy|Robin Givens|Halle Berry|David Alan Grier|Martin Lawrence|Grace Jones|Geoffrey Holder|Eartha Kitt|Chris Rock|Tisha Campbell-Martin|Lela Rochon|John Witherspoon|Bebe Drake|John Canada Terrell|Leonard Jackson,Barry W. Blaustein,117,"$42,000,000",advertising executive|african american protagonist|yuppie|chauvinist
123,Brigitte Lin|Tony Chiu-Wai Leung|Faye Wong|Takeshi Kaneshiro|Valerie Chow|Jinquan Chen|Lee-Na Kwan|Zhiming Huang|Liang Zhen|Songshen Zuo,Kar-Wai Wong,102,NA,hong kong|spoken inner thoughts|drug smuggling|expiration date
124,Sergio Castellitto|Tiziana Lodato|Franco Scaldati|Leopoldo Trieste|Clelia Rondinella|Tano Cimarosa|Nicola Di Pinto|Costantino Carrozza|Jane Alexander|Tony Sperandeo|Leo Gullotta|Luigi Maria Burruano|Carmelo Di Mazzarelli|Antonella Attili|Domenico Dolce,Giuseppe Tornatore,113,NA,girl|nipples|breasts|unfaithfulness
125,Ben Stiller|Patricia Arquette|Téa Leoni|Mary Tyler Moore|George Segal|Alan Alda|Lily Tomlin|Richard Jenkins|Josh Brolin|Celia Weston|Glenn Fitzgerald|Beth Stern|Cynthia LaMontagne|David Patrick Kelly|John Ford Noonan,David O. Russell,92,"$7,000,000",road movie|husband wife relationship|overalls|dysfunctional family
126,Jason James Richter|Melody Kay|Jack Black|Carole Finn|Ryan Bollman|Freddie Jones|Julie Cox|Moya Brady|Tony Robinson|Thomas Petruo|Tracey Ellis|Kevin McNulty|Nicole Parker|Adrien Dorval|Kaefan Shaw,Jeff Lieberman,NA,"$17,000,000",sequel by name only|cult film|playing guitar|new kid in school
127,Hind Sabri|Ghalia Lacroix|Nejia Ouerghi|Amel Hedhili|Kamel Fazaa|Sabah Bouzouita|Sonia Meddeb|Hélène Catzaras|Fatma Ben Saïdane|Michket Krifa|Hichem Rostom|Kamel Touati|Zahira Ben Ammar|Sami Bouajila|Hatem Berrabeh,Nouri Bouzid,120,NA,belly dancing|pregnant from rape|teenage sexuality|pregnant woman vomiting
128,Maggie Cogan|Katina Pendleton,Michel Negroponte,87,NA,central park|american society for the prevention of cruelty to animals|park|actor
129,Josh Charles|Anne Heche|John Goodman|Christine Lahti|Christine Ebersole|Peter Riegert|Dey Young|Bob Balaban|Wil Wheaton|Jesse Stock|A.J. Marton|Alison Chalmers|Kevin Scannell|Brian Davila|John Orofino,Bryan Gordon,95,NA,dance|traffic jam|traffic|helicopter
130,Miranda Rhyne|Charlotte Eve Blythe|Anna Thomson|John Ventimiglia|Ruth Maleczech|Vincent Gallo|Garrett Bemer|Peter Facinelli|Hynden Walch|Henry Stram|Caitlin Hall|Frances Conroy|Gerard Lyons III|Rodger L. Phillips|Io Tillett Wright,Rebecca Miller,99,NA,girl|mental illness|tween girl|sister sister relationship
131,Corban Walker|Niall Toibin|Owen Roe|Gabriel Byrne|Anne Parillaud|Alan Devine|Edward Naessens|Laurent Mellet|Ulrich Funke|Guy Verame|Christine Keane|Victoria Begeja|Julian Negulesco|Jean-Claude Frissung|Corine Blue,Ronan O'Leary,101,NA,boy|ireland|writer|flashback
132,David Caruso|Linda Fiorentino|Chazz Palminteri|Richard Crenna|Michael Biehn|Donna Murphy|Ken King|Holt McCallany|David Hunt|Angie Everhart|Kevin Tighe|Robin Thomas|Jay Jacobus|Victoria Smith|Drew Snyder,Joe Eszterhas,95,"$50,000,000",female full frontal nudity|murder of a nude woman|panties pulled down|breasts
133,Luisito Martí|Caridad Ravelo|Raúl Carbonell|Rafael Villalona|Joel Garcia|Randolph Feliz|Alfonso Zayas|Bersaida Vega|Rosalba Rolon|Manny Gironny|Ledesma|Rafael Decena|Graciela Mas|Carlota Carretero|Fermín Suárez,Ángel Muñiz,106,NA,new york|intentionally misspelled title|snowman|snowball fight
134,Lloyd Dunn|Chris Grigg|Mark Hosler|Don Joyce|Doug Kahn|Casey Kasem|Alan Korn|Richard Lyons|Paul Neff|John Oswald|Josh Pearson|David 'Weatherman' Wills,Craig Baldwin,87,NA,copyright|guerilla art|media
135,Kelsey Grammer|Lauren Holly|Rob Schneider|Harry Dean Stanton|Bruce Dern|William H. Macy|Ken Hudson Campbell|Toby Huss|Duane Martin|Jonathan Penner|Bradford Tatum|Harland Williams|Rip Torn|James Martin Jr.|Jordan Marder,Hugh Wilson,92,"$31,000,000",woman in uniform|cook|electrician|sonar operator
136,Mary Beth Hurt|Jean Seberg,Mark Rappaport,97,NA,marriage|fbi|black panthers|politics
137,Vivian Paxton|Claudette Sutherland|Michael Ornstein|Cal Bartlett|Mary Stein|Dirk Shafer|Beth Broderick|Cynthia Szigeti|Dennis Bailey|Charles Sloane|Patricia Domiano|Dawn Christie|Phyllis Franklin|Bill Brochtrup|Lu Leonard,Dirk Shafer,86,NA,magazine|centerfold|contest|date
138,Jacob Tierney|Drake Bell|Gena Rowlands|Diana Scarwid|Denis Leary|Bob Hannah|Aaron Frisch|Charles Franzen|Leo Burmester|Sherry Velvet|Stephanie Astalos-Jones|Ian Shearer|Joan Glover|Jill Jane Clements|Tom Turbiville,Terence Davies,91,NA,teenage boy|1940s|british renaissance|georgia
139,Mohan Agashe|Barun Chakraborty|Champa|Gyanesh Mukherjee|Om Puri|Anjan Srivastav,Sandip Ray,NA,NA,
140,Robert Redford|Michelle Pfeiffer|Stockard Channing|Joe Mantegna|Kate Nelligan|Glenn Plummer|James Rebhorn|Scott Bryce|Raymond Cruz|Dedee Pfeiffer|Miguel Sandoval|Noble Willingham|James Karen|Brian Markinson|Michael Laskin,Joan Didion,124,"$60,000,000",mentor protege relationship|journalism|television news|television broadcast
141,Robin Williams|Gene Hackman|Nathan Lane|Dianne Wiest|Dan Futterman|Calista Flockhart|Hank Azaria|Christine Baranski|Tom McGowan|Grant Heslov|Kirby Mitchell|James Lally|Luca Tommassini|Luis Camacho|André Fuentes,Jean Poiret,117,"$31,000,000",gay father|remake of french film|based on play|transvestism
142,NA,NA,NA,NA,NA
143,Martin Sheen|Michael York|Morgan Fairchild|Paul Guilfoyle|George Coe|Ray Girardin|Frank Finlay|Tony Zazula|William Hootkins|Angelo Santiago|Mustafa Nadarevic|Zlatko Crnkovic|Mirko Boman|Slavko Brankov|Ivan Brkic,Ivan Aralica,NA,"$5,000,000",priest|nun|semi religious|propaganda
144,Shari Albert|Maxine Bahns|Catharine Bolz|Connie Britton|Edward Burns|Peter Johansen|Jennifer Jostyn|Michael McGlone|Elizabeth McKay|Jack Mulcahy,Edward Burns,98,"$238,000",irish catholic|long island|low budget film|loss of father
145,Lisa Boyle|Michael Taliferro|Emmanuel Xuereb|Tchéky Karyo|Marc Macaulay|Ralph Gonzalez|Vic Manni|Frank John Hughes|Mike Kirton|Martin Lawrence|Will Smith|Will Knickerbocker|Theresa Randle|Tiffany Samuels|Cory Hodges,George Gallo,119,"$19,000,000",criminal investigation|murder investigation|usa|united states
146,Stephen Lang|Ryan Slater|Yi Ding|Wang Fei|Zhou Jian Zhong|Yao Er Ga|O Mi Jia Can|Cheu Gang|He Yu|Yeh Hui|Shou Wei|Isabella Hofmann|Brian Wagner|Joanne Dorian|Doug Abrahams,John Wilcox,NA,NA,boyfriend girlfriend relationship|actor shares first name with character|no opening credits|panda
147,Leonardo DiCaprio|Lorraine Bracco|Marilyn Sokol|James Madio|Patrick McGaw|Mark Wahlberg|Roy Cooper|Vincent Pastore|Bruno Kirby|Jimmy Papiris|Nick Gaetani|Alexander Chaplin|Ben Jorgensen|Josh Mostel|Juliette Lewis,Jim Carroll,102,"$2,000,000",addiction|childhood friend|student athlete|basketball
148,Alan Rickman|Hugh Grant|Georgina Cates|Alun Armstrong|Peter Firth|Prunella Scales|Rita Tushingham|Alan Cox|Edward Petherbridge|Nicola Pagett|Carol Drinkwater|Clive Merrison|Gerard McSorley|Ruth McCabe|James Frain,Mike Newell,112,"$4,000,000",accidental incest|overalls|speech|man wears eyeglasses
149,Isabelle Huppert|Martin Donovan|Elina Löwensohn|Damian Young|Chuck Montgomery|Dave Simonds|Pamela Stewart|Erica Gimpel|Jan Leslie Harding|Terry Alexander|Holt McCallany|Hugh Palmer|Michael Imperioli|Angel Caban|Emmanuel Xuereb,Hal Hartley,105,"$2,300,000",pornographer|new york city|nun|amnesia
150,Tom Hanks|Bill Paxton|Kevin Bacon|Gary Sinise|Ed Harris|Kathleen Quinlan|Mary Kate Schellhardt|Emily Ann Lloyd|Miko Hughes|Max Elliott Slade|Jean Speegle Howard|Tracy Reiner|David Andrews|Michele Little|Chris Ellis,Jim Lovell,140,"$52,000,000",1970s|survival|astronaut|space mission
151,Liam Neeson|Jessica Lange|John Hurt|Tim Roth|Eric Stoltz|Andrew Keir|Brian Cox|Brian McCardie|Gilbert Martin|Vicki Masson|Gilly Gilchrist|Jason Flemyng|Ewan Stewart|David Hayman|Brian McArthur,Alan Sharp,139,"$28,000,000",scotland|highlands|18th century|flintlock pistol
152,Lili Taylor|Christopher Walken|Annabella Sciorra|Edie Falco|Paul Calderon|Fredro Starr|Kathryn Erbe|Michael Imperioli|Jamal Simmons|Robert W. Castle|Michael A. Fella|Louis Katz|Leroy Johnson|Fred Williams|Avron Coleman,Nicholas St. John,82,NA,psychotronic film|vampire|new york|drugs
153,Val Kilmer|Tommy Lee Jones|Jim Carrey|Nicole Kidman|Chris O'Donnell|Michael Gough|Pat Hingle|Drew Barrymore|Debi Mazar|Elizabeth Sanders|Rene Auberjonois|Joe Grifasi|Philip Moon|Jessica Tuck|Dennis Paladino,Bob Kane,121,"$100,000,000",bruce wayne character|batman character|alfred pennyworth character|harvey dent character
154,NA,NA,NA,NA,NA
155,Patricia Arquette|U Aung Ko|Frances McDormand|Spalding Gray|Tiara Jacquelina|Kuswadinata|Victor Slezak|Jit Murad|Ye Myint|Cho Cho Myint|Johnny Cheah|Haji Mohd Rajoli|Azmi Hassan|Ahmad Fithi|Adelle Lutz,John Boorman,100,"$23,000,000",burma|escape|dictatorship|doctor
156,Lou Reed|Michael J. Fox|Roseanne Barr|Mel Gorham|Jim Jarmusch|Lily Tomlin|Jared Harris|Giancarlo Esposito|Malik Yoba|José Zúñiga|Victor Argo|Stephen Gevedon|The John Lurie National Orchestra|Madonna|Sharif Rashed,Wayne Wang,83,"$2,000,000",bare breasts|topless female nudity|husband wife relationship|cigar smoking
157,John Candy|Alan Alda|Rhea Perlman|Kevin Pollak|Rip Torn|Kevin J. O'Connor|Bill Nunn|G.D. Spradlin|Steven Wright|Jim Belushi|Brad Sullivan|Stanley Anderson|Richard Council|Wallace Shawn|Michael Copeman,Michael Moore,91,"$11,000,000",international relations|the white house|united states|president
158,Chauncey Leopardi|Spencer Vrooman|Malachi Pearson|Cathy Moriarty|Eric Idle|Ben Stein|Don Novello|Fred Rogers|Terry Murphy|Bill Pullman|Christina Ricci|Ernestine Mercer|Doug Bruckner|Joe Nipote|Joe Alaskey,Joseph Oriolo,100,"$50,000,000",ghost|mansion|spirit|friendly ghost
159,Harvey Keitel|John Turturro|Delroy Lindo|Mekhi Phifer|Isaiah Washington|Keith David|Peewee Love|Regina Taylor|Thomas Jefferson Byrd|Sticky Fingaz|Fredro Starr|Elvis Nolasco|Lawrence B. Adisa|Hassan Johnson|Frances Foster,Richard Price,128,"$25,000,000",italian american|jewish american|brooklyn bridge|reference to rosa parks
